Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Altona,2/60 David St,2,h,535600.0,SP,Compton,30/07/2016,13.8,3018.0,2.0,1.0,1.0,154.0,91.0,1996.0,Hobsons Bay City Council,-37.8646,144.8272,Western Metropolitan,5301.0
Altona North,1 Beuron Rd,3,h,,SP,Williams,3/09/2016,11.1,3025.0,3.0,1.0,1.0,620.0,108.0,1950.0,Hobsons Bay City Council,-37.829,144.84799999999998,Western Metropolitan,5132.0
Altona North,45 Hearn St,5,h,1085000.0,S,FN,3/09/2016,11.1,3025.0,5.0,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay City Council,-37.8388,144.8567,Western Metropolitan,5132.0
Altona North,4 Knapp St,3,h,781000.0,S,Jas,3/09/2016,11.1,3025.0,3.0,1.0,2.0,533.0,117.0,1970.0,Hobsons Bay City Council,-37.8291,144.835,Western Metropolitan,5132.0
Altona North,3/66 Marion St,2,t,421000.0,S,hockingstuart,4/03/2017,11.1,3025.0,2.0,1.0,1.0,77.0,77.0,2009.0,Hobsons Bay City Council,-37.8351,144.8529,Western Metropolitan,5132.0
Altona North,33 Carthy St,3,h,683000.0,S,FN,4/06/2016,11.1,3025.0,3.0,1.0,2.0,534.0,167.0,1967.0,Hobsons Bay City Council,-37.8284,144.8355,Western Metropolitan,5132.0
Altona North,1/5 Little St,3,h,720000.0,VB,Greg,6/08/2016,11.1,3025.0,3.0,2.0,1.0,0.0,130.0,2012.0,Hobsons Bay City Council,-37.8379,144.8583,Western Metropolitan,5132.0
Altona North,1/95 Mills St,3,h,588000.0,S,Williams,7/05/2016,11.1,3025.0,3.0,1.0,1.0,328.0,118.0,1970.0,Hobsons Bay City Council,-37.838,144.8555,Western Metropolitan,5132.0
Altona North,5 Binns St,3,h,710000.0,PI,Village,7/11/2016,11.1,3025.0,3.0,1.0,3.0,540.0,116.0,1960.0,Hobsons Bay City Council,-37.8294,144.8378,Western Metropolitan,5132.0
Altona North,25 Allan St,4,h,875000.0,SP,Jas,8/10/2016,11.1,3025.0,3.0,1.0,4.0,559.0,169.0,1965.0,Hobsons Bay City Council,-37.8448,144.8529,Western Metropolitan,5132.0
Altona North,45 Freemans Rd,4,h,,PN,hockingstuart,10/12/2016,11.1,3025.0,4.0,2.0,5.0,537.0,196.0,1960.0,Hobsons Bay City Council,-37.8261,144.8391,Western Metropolitan,5132.0
Altona North,2/36 May St,3,h,675000.0,S,hockingstuart,14/05/2016,11.1,3025.0,3.0,2.0,2.0,171.0,109.0,2012.0,Hobsons Bay City Council,-37.8337,144.8554,Western Metropolitan,5132.0
Altona North,11 Beevers St,3,h,708000.0,S,Greg,15/10/2016,11.1,3025.0,3.0,1.0,2.0,585.0,97.0,1960.0,Hobsons Bay City Council,-37.8258,144.8523,Western Metropolitan,5132.0
Altona North,4/63 Marion St,1,u,,PI,hockingstuart,19/11/2016,11.1,3025.0,1.0,1.0,1.0,0.0,46.0,1970.0,Hobsons Bay City Council,-37.8355,144.85299999999998,Western Metropolitan,5132.0
Altona North,21 Neal Ct,3,h,770000.0,SP,hockingstuart,19/11/2016,11.1,3025.0,3.0,1.0,3.0,602.0,603.0,,Hobsons Bay City Council,-37.8327,144.8451,Western Metropolitan,5132.0
Altona North,252 Millers Rd,4,h,693000.0,SP,Raine&Horne,22/05/2016,11.1,3025.0,4.0,2.0,4.0,315.0,170.0,2008.0,Hobsons Bay City Council,-37.8391,144.8467,Western Metropolitan,5132.0
Altona North,1/156 Chambers Rd,3,h,620000.0,SP,Hunter,22/08/2016,11.1,3025.0,5.0,2.0,2.0,276.0,100.0,2010.0,Hobsons Bay City Council,-37.8262,144.8443,Western Metropolitan,5132.0
Altona North,2 Gadsden St,3,h,728500.0,S,Jas,22/08/2016,11.1,3025.0,3.0,1.0,1.0,531.0,157.0,1960.0,Hobsons Bay City Council,-37.8277,144.8385,Western Metropolitan,5132.0
Altona North,24 Hansen St,3,h,931000.0,S,hockingstuart,22/08/2016,11.1,3025.0,3.0,2.0,1.0,590.0,160.0,1950.0,Hobsons Bay City Council,-37.8382,144.8649,Western Metropolitan,5132.0
Altona North,6 Hill St,3,h,815000.0,S,hockingstuart,25/02/2017,11.1,3025.0,3.0,2.0,3.0,555.0,130.0,1960.0,Hobsons Bay City Council,-37.8318,144.8388,Western Metropolitan,5132.0
Altona North,5 Cresser St,4,h,1200000.0,SP,RT,27/11/2016,11.1,3025.0,4.0,1.0,4.0,633.0,158.0,1960.0,Hobsons Bay City Council,-37.8375,144.8541,Western Metropolitan,5132.0
Altona North,4/221 Blackshaws Rd,2,u,292000.0,S,Jas,28/08/2016,11.1,3025.0,2.0,1.0,1.0,153.0,70.0,1970.0,Hobsons Bay City Council,-37.8332,144.8649,Western Metropolitan,5132.0
Armadale,8/19 Mercer Rd,2,u,599000.0,S,Jellis,3/09/2016,6.3,3143.0,2.0,1.0,1.0,0.0,76.0,1964.0,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836.0
Armadale,14/71 Denbigh Rd,3,u,995000.0,S,Marshall,3/12/2016,6.3,3143.0,3.0,2.0,2.0,0.0,100.0,1998.0,Stonnington City Council,-37.8552,145.016,Southern Metropolitan,4836.0
Armadale,4/769 High St,3,t,1205000.0,S,Jellis,3/12/2016,6.3,3143.0,3.0,2.0,2.0,101.0,105.0,2000.0,Stonnington City Council,-37.854,145.0135,Southern Metropolitan,4836.0
Armadale,12 Huntingtower Rd,3,h,,S,Jellis,3/12/2016,6.3,3143.0,3.0,2.0,2.0,588.0,168.0,1930.0,Stonnington City Council,-37.8546,145.0245,Southern Metropolitan,4836.0
Armadale,7 Llaneast St,3,h,1939000.0,S,Jellis,3/12/2016,6.3,3143.0,3.0,2.0,2.0,296.0,150.0,1889.0,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan,4836.0
Armadale,28 Cambridge St,3,h,1870000.0,S,Hodges,4/03/2017,6.3,3143.0,3.0,1.0,1.0,217.0,116.0,1888.0,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan,4836.0
Armadale,3/20 Mercer Rd,3,t,1918000.0,SP,Jellis,4/03/2017,6.3,3143.0,3.0,2.0,2.0,0.0,165.0,1995.0,Stonnington City Council,-37.8537,145.0267,Southern Metropolitan,4836.0
Armadale,12 Willis St,3,h,2050000.0,S,Marshall,4/03/2017,6.3,3143.0,3.0,2.0,1.0,205.0,116.0,1910.0,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan,4836.0
Armadale,3/10 Denbigh Rd,2,u,,SP,hockingstuart,4/06/2016,6.3,3143.0,2.0,1.0,1.0,0.0,65.0,1970.0,Stonnington City Council,-37.8596,145.0156,Southern Metropolitan,4836.0
Armadale,9/19 Mercer Rd,3,u,735000.0,PI,Marshall,7/05/2016,6.3,3143.0,3.0,2.0,1.0,2113.0,14.0,1970.0,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836.0
Armadale,557 Orrong Rd,4,h,,S,Jellis,7/05/2016,6.3,3143.0,4.0,2.0,2.0,369.0,176.0,1930.0,Stonnington City Council,-37.8548,145.0113,Southern Metropolitan,4836.0
Armadale,5/68 Rose St,3,t,,S,Jellis,7/05/2016,6.3,3143.0,2.0,2.0,1.0,175.0,158.0,1970.0,Stonnington City Council,-37.8515,145.02,Southern Metropolitan,4836.0
Armadale,11/38 Wattletree Rd,2,u,,S,hockingstuart,7/05/2016,6.3,3143.0,2.0,1.0,1.0,0.0,65.0,1970.0,Stonnington City Council,-37.8613,145.0184,Southern Metropolitan,4836.0
Armadale,10 William St,1,h,1435000.0,SP,Jellis,8/10/2016,6.3,3143.0,2.0,2.0,1.0,144.0,107.0,1900.0,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan,4836.0
Armadale,11 Adelaide St,4,h,,SN,hockingstuart,10/09/2016,6.3,3143.0,3.0,4.0,2.0,662.0,292.0,1920.0,Stonnington City Council,-37.8549,145.0276,Southern Metropolitan,4836.0
Armadale,15/405 Dandenong Rd,1,u,280000.0,PI,hockingstuart,10/09/2016,6.3,3143.0,1.0,1.0,1.0,0.0,38.0,1975.0,Stonnington City Council,-37.8619,145.0185,Southern Metropolitan,4836.0
Armadale,54 Denbigh Rd,4,h,,SP,Jellis,10/12/2016,6.3,3143.0,4.0,2.0,2.0,551.0,208.0,1890.0,Stonnington City Council,-37.8566,145.0161,Southern Metropolitan,4836.0
Armadale,47 Northcote Rd,3,h,,SP,Jellis,10/12/2016,6.3,3143.0,3.0,2.0,0.0,246.0,204.0,1890.0,Stonnington City Council,-37.8533,145.0169,Southern Metropolitan,4836.0
Armadale,8/58 Sutherland Rd,2,u,592500.0,S,hockingstuart,10/12/2016,6.3,3143.0,2.0,1.0,1.0,0.0,73.0,1970.0,Stonnington City Council,-37.8574,145.0174,Southern Metropolitan,4836.0
Armadale,6A Munro St,3,h,,S,Jellis,12/11/2016,6.3,3143.0,3.0,2.0,1.0,242.0,143.0,1915.0,Stonnington City Council,-37.8534,145.0185,Southern Metropolitan,4836.0
Armadale,40 New St,2,h,1210000.0,S,Marshall,12/11/2016,6.3,3143.0,2.0,1.0,0.0,249.0,96.0,1910.0,Stonnington City Council,-37.8543,145.016,Southern Metropolitan,4836.0
Armadale,35 Northcote Rd,4,h,2801000.0,S,Marshall,12/11/2016,6.3,3143.0,4.0,2.0,2.0,624.0,222.0,1900.0,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan,4836.0
Armadale,7/17 Myamyn St,3,u,,SP,Marshall,13/08/2016,6.3,3143.0,3.0,2.0,3.0,0.0,203.0,2006.0,Stonnington City Council,-37.8555,145.0291,Southern Metropolitan,4836.0
Armadale,595 Orrong Rd,3,h,,S,Jellis,13/08/2016,6.3,3143.0,2.0,2.0,2.0,292.0,146.0,1910.0,Stonnington City Council,-37.8523,145.0116,Southern Metropolitan,4836.0
Armadale,3 Wattletree Rd,3,h,,SN,Gary,14/05/2016,6.3,3143.0,3.0,2.0,1.0,482.0,182.0,1930.0,Stonnington City Council,-37.8606,145.0157,Southern Metropolitan,4836.0
Armadale,2b Denbigh Rd,3,h,,S,Jellis,15/10/2016,6.3,3143.0,3.0,2.0,1.0,228.0,111.0,1915.0,Stonnington City Council,-37.8603,145.0155,Southern Metropolitan,4836.0
Armadale,791 High St,3,h,1800000.0,PI,RT,15/10/2016,6.3,3143.0,3.0,2.0,2.0,405.0,121.0,1910.0,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan,4836.0
Armadale,25 Llaneast St,4,h,2200000.0,PI,Jellis,15/10/2016,6.3,3143.0,4.0,1.0,2.0,495.0,163.0,1900.0,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan,4836.0
Armadale,17/579 Dandenong Rd,2,u,,S,hockingstuart,16/07/2016,6.3,3143.0,2.0,1.0,1.0,0.0,80.0,1966.0,Stonnington City Council,-37.8646,145.0247,Southern Metropolitan,4836.0
Armadale,367 Dandenong Rd,6,h,5525000.0,S,Marshall,17/09/2016,6.3,3143.0,5.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington City Council,-37.8602,145.013,Southern Metropolitan,4836.0
Armadale,10 Egerton Rd,4,h,,S,Jellis,17/09/2016,6.3,3143.0,2.0,2.0,2.0,449.0,232.0,1900.0,Stonnington City Council,-37.8628,145.0226,Southern Metropolitan,4836.0
Armadale,10/581 Orrong Rd,1,u,440000.0,SP,Jellis,18/03/2017,6.3,3143.0,1.0,1.0,1.0,0.0,53.0,1970.0,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,4836.0
Armadale,1/13 Denbigh Rd,3,t,,PI,Marshall,18/06/2016,6.3,3143.0,3.0,2.0,2.0,0.0,135.0,1998.0,Stonnington City Council,-37.859,145.0153,Southern Metropolitan,4836.0
Armadale,14 New St,3,h,1300000.0,VB,Jellis,18/06/2016,6.3,3143.0,2.0,1.0,2.0,212.0,106.0,1900.0,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan,4836.0
Armadale,9/38 Northcote Rd,2,u,,SP,Jellis,18/06/2016,6.3,3143.0,2.0,1.0,1.0,0.0,67.0,1970.0,Stonnington City Council,-37.8531,145.0173,Southern Metropolitan,4836.0
Armadale,6/51 Armadale St,2,u,704000.0,SP,Greg,19/11/2016,6.3,3143.0,2.0,1.0,1.0,0.0,74.0,1969.0,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836.0
Armadale,12/41 Kooyong Rd,2,u,620000.0,VB,Marshall,19/11/2016,6.3,3143.0,3.0,1.0,1.0,0.0,98.0,1970.0,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan,4836.0
Armadale,63 Denbigh Rd,3,h,1900000.0,S,Marshall,22/05/2016,6.3,3143.0,3.0,1.0,2.0,328.0,108.0,1900.0,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan,4836.0
Armadale,12 Baldwin St,3,h,,SP,Marshall,23/04/2016,6.3,3143.0,2.0,1.0,0.0,151.0,80.0,1880.0,Stonnington City Council,-37.8549,145.0219,Southern Metropolitan,4836.0
Armadale,10/51 Armadale St,2,u,710000.0,S,Jellis,25/02/2017,6.3,3143.0,2.0,1.0,1.0,2471.0,80.0,1970.0,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836.0
Armadale,1/14 Denbigh Rd,2,u,598000.0,S,hockingstuart,25/02/2017,6.3,3143.0,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington City Council,-37.8593,145.0156,Southern Metropolitan,4836.0
Armadale,15 Sutherland Rd,3,h,,SN,Kay,25/02/2017,6.3,3143.0,3.0,2.0,2.0,459.0,180.0,1890.0,Stonnington City Council,-37.8595,145.0166,Southern Metropolitan,4836.0
Armadale,75 Sutherland Rd,3,h,1285000.0,S,Marshall,25/02/2017,6.3,3143.0,3.0,1.0,2.0,186.0,80.0,1920.0,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan,4836.0
Armadale,30 Willis St,3,h,,VB,Marshall,25/02/2017,6.3,3143.0,3.0,1.0,2.0,251.0,149.0,1920.0,Stonnington City Council,-37.8572,145.0275,Southern Metropolitan,4836.0
Armadale,1/403 Dandenong Rd,2,u,520000.0,S,hockingstuart,27/06/2016,6.3,3143.0,1.0,1.0,1.0,0.0,76.0,1970.0,Stonnington City Council,-37.8618,145.0183,Southern Metropolitan,4836.0
Armadale,44 Denbigh Rd,4,h,3625000.0,S,Jellis,27/11/2016,6.3,3143.0,4.0,1.0,2.0,709.0,251.0,1900.0,Stonnington City Council,-37.8574,145.016,Southern Metropolitan,4836.0
Armadale,44 Hampden Rd,4,h,4200000.0,VB,Kay,27/11/2016,6.3,3143.0,4.0,3.0,3.0,563.0,333.0,2000.0,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan,4836.0
Armadale,3/769 High St,3,t,1101000.0,S,Jellis,27/11/2016,6.3,3143.0,3.0,1.0,2.0,103.0,3.0,2000.0,Stonnington City Council,-37.8542,145.0135,Southern Metropolitan,4836.0
Armadale,4 Mercer Rd,3,h,3512500.0,S,Marshall,27/11/2016,6.3,3143.0,3.0,2.0,2.0,617.0,285.0,1998.0,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan,4836.0
Armadale,4/576 Orrong Rd,2,u,,SN,Kay,27/11/2016,6.3,3143.0,2.0,1.0,2.0,0.0,112.0,2012.0,Stonnington City Council,-37.8539,145.0119,Southern Metropolitan,4836.0
Armadale,1/31 Mercer Rd,3,u,869000.0,S,Jellis,28/05/2016,6.3,3143.0,2.0,1.0,1.0,0.0,91.0,1940.0,Stonnington City Council,-37.853,145.0264,Southern Metropolitan,4836.0
Armadale,8 Derby St,3,h,,SP,Marshall,28/08/2016,6.3,3143.0,3.0,2.0,1.0,196.0,155.0,1990.0,Stonnington City Council,-37.8509,145.0208,Southern Metropolitan,4836.0
Armadale,5/555 Orrong Rd,1,u,567000.0,S,hockingstuart,28/08/2016,6.3,3143.0,1.0,1.0,1.0,0.0,53.0,2013.0,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan,4836.0
Ascot Vale,24 Ayr St,3,h,,S,Jellis,3/09/2016,5.9,3032.0,3.0,1.0,2.0,305.0,135.0,1910.0,Moonee Valley City Council,-37.7799,144.9296,Western Metropolitan,6567.0
Ascot Vale,30 Rothwell St,3,h,940000.0,S,Nelson,3/12/2016,5.9,3032.0,3.0,1.0,2.0,298.0,108.0,1920.0,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan,6567.0
Ascot Vale,9/5 Rothwell St,2,u,467000.0,SP,Brad,3/12/2016,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1980.0,Moonee Valley City Council,-37.7761,144.9201,Western Metropolitan,6567.0
Ascot Vale,47 Union Rd,3,h,,S,Brad,3/12/2016,5.9,3032.0,3.0,1.0,2.0,271.0,111.0,1900.0,Moonee Valley City Council,-37.7783,144.9149,Western Metropolitan,6567.0
Ascot Vale,7 Francis St,3,h,1380000.0,SP,Nelson,4/03/2017,5.9,3032.0,3.0,2.0,2.0,277.0,174.0,1910.0,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan,6567.0
Ascot Vale,2/21 Harold St,2,u,490000.0,VB,Jellis,4/03/2017,5.9,3032.0,2.0,1.0,1.0,423.0,62.0,1970.0,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan,6567.0
Ascot Vale,44 The Parade,4,h,1850000.0,S,Brad,4/03/2017,5.9,3032.0,4.0,3.0,1.0,478.0,270.0,1900.0,Moonee Valley City Council,-37.7729,144.9179,Western Metropolitan,6567.0
Ascot Vale,98 Epsom Rd,3,h,971000.0,SP,Nelson,4/06/2016,5.9,3032.0,3.0,2.0,2.0,285.0,128.0,1900.0,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan,6567.0
Ascot Vale,8 Geddes St,2,h,710000.0,PI,Nelson,4/06/2016,5.9,3032.0,2.0,1.0,1.0,214.0,77.0,1890.0,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,6567.0
Ascot Vale,75 Maribyrnong Rd,6,h,2425000.0,PI,Brad,4/06/2016,5.9,3032.0,6.0,3.0,2.0,1014.0,435.0,1887.0,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567.0
Ascot Vale,119 Roseberry St,2,h,750000.0,SP,Maddison,4/06/2016,5.9,3032.0,2.0,1.0,1.0,226.0,92.0,1920.0,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567.0
Ascot Vale,10 Fenton St,2,h,1053000.0,S,Nelson,6/08/2016,5.9,3032.0,2.0,1.0,1.0,269.0,109.0,1900.0,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan,6567.0
Ascot Vale,10 McCully St,3,h,1377000.0,S,Nelson,6/08/2016,5.9,3032.0,3.0,1.0,1.0,417.0,168.0,1900.0,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan,6567.0
Ascot Vale,120 Epsom Rd,3,h,970000.0,S,Brad,7/05/2016,5.9,3032.0,3.0,1.0,2.0,350.0,125.0,1904.0,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan,6567.0
Ascot Vale,63 Kent St,2,h,751000.0,PI,Nelson,7/05/2016,5.9,3032.0,2.0,1.0,1.0,118.0,79.0,1890.0,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,6567.0
Ascot Vale,4 The Parade,2,h,950000.0,SP,Raine,7/05/2016,5.9,3032.0,2.0,1.0,1.0,173.0,102.0,1900.0,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan,6567.0
Ascot Vale,4 West St,3,h,,S,Jellis,7/05/2016,5.9,3032.0,3.0,2.0,2.0,252.0,125.0,1920.0,Moonee Valley City Council,-37.7774,144.924,Western Metropolitan,6567.0
Ascot Vale,1/17 Epsom Rd,2,u,685000.0,S,Brad,7/11/2016,5.9,3032.0,2.0,1.0,2.0,228.0,90.0,1995.0,Moonee Valley City Council,-37.7718,144.9066,Western Metropolitan,6567.0
Ascot Vale,41 Monash St,3,h,1230000.0,S,Nelson,8/10/2016,5.9,3032.0,4.0,1.0,2.0,594.0,148.0,1960.0,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan,6567.0
Ascot Vale,51 Francis St,2,h,770000.0,PI,Nelson,10/09/2016,5.9,3032.0,2.0,1.0,1.0,226.0,87.0,1900.0,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan,6567.0
Ascot Vale,12 Mirams St,4,h,890000.0,SP,Raine,10/12/2016,5.9,3032.0,4.0,1.0,1.0,300.0,185.0,1890.0,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,6567.0
Ascot Vale,13 Wigton St,4,h,,S,Nelson,10/12/2016,5.9,3032.0,4.0,1.0,2.0,462.0,170.0,1910.0,Moonee Valley City Council,-37.7795,144.929,Western Metropolitan,6567.0
Ascot Vale,78 The Parade,3,h,1440000.0,S,Nelson,11/02/2017,5.9,3032.0,3.0,1.0,1.0,487.0,131.0,1900.0,Moonee Valley City Council,-37.7725,144.9146,Western Metropolitan,6567.0
Ascot Vale,13 Fisher Pde,4,h,,S,Rendina,12/11/2016,5.9,3032.0,4.0,2.0,3.0,950.0,177.0,1950.0,Moonee Valley City Council,-37.7855,144.905,Western Metropolitan,6567.0
Ascot Vale,26 Newsom St,3,h,1000000.0,PI,Brad,12/11/2016,5.9,3032.0,3.0,2.0,2.0,440.0,120.0,1955.0,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan,6567.0
Ascot Vale,8 Pentland St,3,h,1435000.0,S,Nelson,12/11/2016,5.9,3032.0,3.0,2.0,2.0,532.0,147.0,1950.0,Moonee Valley City Council,-37.7737,144.904,Western Metropolitan,6567.0
Ascot Vale,8/129 The Parade,1,u,390000.0,S,Alexkarbon,12/11/2016,5.9,3032.0,1.0,1.0,1.0,0.0,58.0,1972.0,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,6567.0
Ascot Vale,52 Monash St,3,h,1425000.0,PI,Jellis,13/08/2016,5.9,3032.0,3.0,2.0,2.0,495.0,139.0,1920.0,Moonee Valley City Council,-37.7821,144.9055,Western Metropolitan,6567.0
Ascot Vale,58 Fenton St,4,h,1340000.0,S,Nelson,14/05/2016,5.9,3032.0,3.0,2.0,2.0,683.0,232.0,1978.0,Moonee Valley City Council,-37.775,144.93200000000002,Western Metropolitan,6567.0
Ascot Vale,70 Munro St,3,h,955000.0,S,Brad,14/05/2016,5.9,3032.0,3.0,1.0,1.0,263.0,117.0,1910.0,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan,6567.0
Ascot Vale,125 Epsom Rd,4,h,1100000.0,VB,Nelson,15/10/2016,5.9,3032.0,4.0,2.0,5.0,559.0,195.0,1920.0,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan,6567.0
Ascot Vale,3/28 Ormond Rd,2,u,432000.0,S,Biggin,15/10/2016,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1978.0,Moonee Valley City Council,-37.773,144.9303,Western Metropolitan,6567.0
Ascot Vale,7 Angler Pde,4,h,1640000.0,S,Raine,16/04/2016,5.9,3032.0,4.0,3.0,2.0,562.0,204.0,1890.0,Moonee Valley City Council,-37.782,144.903,Western Metropolitan,6567.0
Ascot Vale,26 Ayr St,6,h,1430000.0,S,Nelson,16/04/2016,5.9,3032.0,4.0,2.0,1.0,461.0,286.0,1900.0,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan,6567.0
Ascot Vale,2/127 Epsom Rd,2,u,610000.0,SP,Brad,16/04/2016,5.9,3032.0,2.0,1.0,1.0,301.0,104.0,1995.0,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan,6567.0
Ascot Vale,57 The Parade,3,h,940000.0,S,Nelson,16/04/2016,5.9,3032.0,3.0,3.0,1.0,491.0,127.0,1950.0,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan,6567.0
Ascot Vale,62 Mirams St,3,h,890000.0,SP,Brad,16/07/2016,5.9,3032.0,3.0,1.0,1.0,242.0,110.0,1920.0,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan,6567.0
Ascot Vale,67 Hurtle St,3,h,1180000.0,SP,Brad,17/09/2016,5.9,3032.0,3.0,2.0,2.0,617.0,149.0,1930.0,Moonee Valley City Council,-37.7742,144.906,Western Metropolitan,6567.0
Ascot Vale,95 Walter St,4,h,1480000.0,S,Raine,17/09/2016,5.9,3032.0,4.0,2.0,2.0,597.0,180.0,1939.0,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan,6567.0
Ascot Vale,3/8 Walter St,2,t,865000.0,SP,Nelson,18/03/2017,5.9,3032.0,2.0,2.0,1.0,146.0,132.0,2015.0,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan,6567.0
Ascot Vale,12/9 Milton St,2,u,442000.0,S,Alexkarbon,18/06/2016,5.9,3032.0,2.0,1.0,1.0,0.0,62.0,1975.0,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan,6567.0
Ascot Vale,21A Geddes St,3,h,1037500.0,S,Alexkarbon,19/11/2016,5.9,3032.0,3.0,1.0,2.0,506.0,110.0,1920.0,Moonee Valley City Council,-37.7779,144.9133,Western Metropolitan,6567.0
Ascot Vale,1/20 Newsom St,3,t,1050000.0,S,Jellis,19/11/2016,5.9,3032.0,3.0,2.0,2.0,318.0,160.0,2013.0,Moonee Valley City Council,-37.7744,144.9035,Western Metropolitan,6567.0
Ascot Vale,14 Ormond Rd,6,h,,S,Rendina,19/11/2016,5.9,3032.0,6.0,2.0,3.0,833.0,411.0,1910.0,Moonee Valley City Council,-37.7729,144.9291,Western Metropolitan,6567.0
Ascot Vale,4/27 Roseberry St,2,u,440000.0,S,McDonald,19/11/2016,5.9,3032.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moonee Valley City Council,-37.7749,144.9137,Western Metropolitan,6567.0
Ascot Vale,43 Bloomfield Rd,4,h,1430000.0,S,Nelson,22/05/2016,5.9,3032.0,4.0,2.0,0.0,418.0,158.0,1900.0,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan,6567.0
Ascot Vale,96 The Parade,4,h,,S,Raine,22/05/2016,5.9,3032.0,4.0,3.0,4.0,487.0,402.0,1940.0,Moonee Valley City Council,-37.7724,144.9136,Western Metropolitan,6567.0
Ascot Vale,72 Kent St,3,h,,S,Brad,23/04/2016,5.9,3032.0,3.0,2.0,2.0,298.0,132.0,1890.0,Moonee Valley City Council,-37.78,144.9247,Western Metropolitan,6567.0
Ascot Vale,21 Middle St,3,h,1130000.0,S,Nelson,23/04/2016,5.9,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,6567.0
Ascot Vale,78 Francis St,3,h,1135000.0,S,Brad,24/09/2016,5.9,3032.0,3.0,1.0,1.0,296.0,104.0,1910.0,Moonee Valley City Council,-37.777,144.9176,Western Metropolitan,6567.0
Ascot Vale,25 Geddes St,4,h,950000.0,PI,Nelson,24/09/2016,5.9,3032.0,4.0,2.0,1.0,298.0,147.0,1920.0,Moonee Valley City Council,-37.7778,144.9131,Western Metropolitan,6567.0
Ascot Vale,106/246 Union Rd,3,u,790000.0,PI,Weda,24/09/2016,5.9,3032.0,3.0,2.0,1.0,0.0,148.0,,Moonee Valley City Council,-37.7722,144.9163,Western Metropolitan,6567.0
Ascot Vale,57 Bloomfield Rd,3,h,,SP,Alexkarbon,25/02/2017,5.9,3032.0,3.0,1.0,1.0,206.0,115.0,1900.0,Moonee Valley City Council,-37.7765,144.9177,Western Metropolitan,6567.0
